;50005305;50007476;50005964;50008374;
50027123;6.51;6.51;6.51;5.53;
50027124;4.62;4.62;4.62;3.93;
50027127;28.72;28.72;28.72;24.41;
50027128;18.39;18.39;18.39;15.63;
50027129;12.68;12.68;12.68;10.78;
50027131;4.49;4.49;4.49;3.82;
50027132;3.68;3.68;3.68;3.13;
50027134;1.99;1.99;1.99;1.69;
50027135;1.94;1.94;1.94;1.65;
50027137;17.33;17.33;17.33;14.73;
50027142;5.32;5.32;5.32;4.52;
50027143;5.28;5.28;5.28;4.49;
50027145;3.14;3.14;3.14;2.67;
50027146;3.14;3.14;3.14;2.67;
50027147;4.37;4.37;4.37;3.71;
50027149;13.22;13.22;13.22;11.24;
50027151;3.71;3.71;3.71;3.15;
50027168;7.27;7.27;7.27;6.18;
50027169;5.58;5.58;5.58;4.74;
50027170;4.49;4.49;4.49;3.82;
50027171;5.44;5.44;5.44;4.62;
50027173;6.51;6.51;6.51;5.53;
50027174;6.61;6.61;6.61;5.62;
50027175;4.76;4.76;4.76;4.05;
50027176;7.21;7.21;7.21;6.13;
50027181;7.23;7.23;7.23;6.15;
50027182;7.42;7.42;7.42;6.31;
50027183;6.3;6.3;6.3;5.36;
50027184;4.97;4.97;4.97;4.22;
50027185;7.09;7.09;7.09;6.03;
50027189;3.8;3.8;3.8;3.23;
50027190;2.48;2.48;2.48;2.11;
50027191;3.88;3.88;3.88;3.3;
50027198;4.97;4.97;4.97;4.22;
50027200;7.19;7.19;7.19;6.11;
50027201;7.34;7.34;7.34;6.24;
50027202;6.38;6.38;6.38;5.42;
50027203;4.71;4.71;4.71;4;
50027217;2.5;2.5;2.5;2.13;
50027223;3.83;3.83;3.83;3.26;
50027229;5.8;5.8;5.8;4.93;
50027261;7.81;7.81;7.81;6.64;
50027262;14.46;14.46;14.46;12.29;
50027263;18.03;18.03;18.03;15.33;
50027264;25.06;25.06;25.06;21.3;
50027265;68.26;68.26;68.26;58.02;
50027266;30.33;30.33;30.33;25.78;
50027267;25.44;25.44;25.44;21.62;
50027268;12.73;12.73;12.73;10.82;
50027269;31.71;31.71;31.71;26.95;
50027272;52.63;52.63;52.63;44.74;
50027273;35.83;35.83;35.83;30.46;
50027275;19.18;19.18;19.18;16.3;
50027277;34.45;34.45;34.45;29.28;
50027278;31.71;31.71;31.71;26.95;
50027279;61.94;61.94;61.94;52.65;
50027286;26;26;26;22.1;
50027287;28.86;28.86;28.86;24.53;
50027289;21.84;21.84;21.84;18.56;
50027293;68.04;68.04;68.04;57.83;
50027294;44.7;44.7;44.7;38;
50027295;25.8;25.8;25.8;21.93;
50027298;49.46;49.46;49.46;42.04;
50027299;58.44;58.44;58.44;49.67;
50027300;11.5;11.5;11.5;9.78;
50027301;13.65;13.65;13.65;11.6;
50027302;24.7;24.7;24.7;21;
50027303;19.4;19.4;19.4;16.49;
50027304;34.81;34.81;34.81;29.59;
50027330;8.78;8.78;8.78;7.46;
50027332;60.32;60.32;60.32;51.27;
50027333;71.09;71.09;71.09;60.43;
50027338;40.11;40.11;40.11;34.09;
50027339;16.58;16.58;16.58;14.09;
50027340;24.37;24.37;24.37;20.71;
50027341;24.39;24.39;24.39;20.73;
50027342;29.29;29.29;29.29;24.9;
50027344;32.2;32.2;32.2;27.37;
50027345;39.04;39.04;39.04;33.18;
50027347;34.14;34.14;34.14;29.02;
50027348;29.29;29.29;29.29;24.9;
50027349;27.3;27.3;27.3;23.21;
50027350;24.39;24.39;24.39;20.73;
50027354;24.39;24.39;24.39;20.73;
50027355;24.93;24.93;24.93;21.19;
50027356;30.65;30.65;30.65;26.05;
50027357;27.79;27.79;27.79;23.62;
50027358;16.58;16.58;16.58;14.09;
50027360;16.1;16.1;16.1;13.69;
50027361;16.58;16.58;16.58;14.09;
50027362;16.1;16.1;16.1;13.69;
50027374;5.67;5.67;5.67;4.82;
50027375;4;4;4;3.4;
50027378;11.87;11.87;11.87;10.09;
50027382;13.83;13.83;13.83;11.76;
50027390;4.07;4.07;4.07;3.46;
50027404;2.3;2.3;2.3;1.96;
50027447;14.67;14.67;14.67;12.47;
50027450;320.41;320.41;320.41;272.35;
50027455;5.67;5.67;5.67;4.82;
50027461;5.8;5.8;5.8;4.93;
50027474;67.49;67.49;67.49;57.37;
50032178;4.5;4.5;4.5;3.83;
50032180;5.8;5.8;5.8;4.93;
50032181;4.58;4.58;4.58;3.89;
50032182;4.32;4.32;4.32;3.67;
50032186;3.18;3.18;3.18;2.7;
50032190;25.35;25.35;25.35;21.55;
50032191;12.58;12.58;12.58;10.69;
50032193;8.56;8.56;8.56;7.28;
50032195;3.95;3.95;3.95;3.36;
50032197;2.32;2.32;2.32;1.97;
50032199;2.04;2.04;2.04;1.73;
50032200;1.96;1.96;1.96;1.67;
50032204;8.98;8.98;8.98;7.63;
50032234;6.42;6.42;6.42;5.46;
50032238;7.08;7.08;7.08;6.02;
50032239;4.25;4.25;4.25;3.61;
50032240;5.59;5.59;5.59;4.75;
50032245;10.49;10.49;10.49;8.92;
50032251;111.76;111.76;111.76;95;
50032253;166.08;166.08;166.08;141.17;
50034183;9.89;8.57;9.89;8.41;
50034186;20.47;20.47;20.47;17.4;
50034188;2.86;2.86;2.86;2.43;
50034241;0.92;0.92;0.92;0.78;
50034325;0.98;0.98;0.98;0.83;
50034338;1.2;1.2;1.2;1.2;
50034339;6.18;6.18;6.18;5.25;
50034355;2.24;2.24;2.24;1.9;
50034362;1.75;1.75;1.75;1.49;
50034420;1.59;1.59;1.59;1.35;
50034422;1.28;1.28;1.28;1.09;
50034493;21.67;21.67;21.67;18.42;
50032873;1.24;1.24;1.24;0.93;
50032874;1.11;1.11;1.11;0.94;
50032875;0.86;0.86;0.86;0.73;
50032891;29.65;29.65;29.65;25.2;
50032892;15.46;15.46;15.46;13.14;
50032893;7.22;7.22;7.22;6.14;
50032894;109.27;109.27;109.27;92.88;
50035692;44.74;44.74;44.74;38.03;
50035775;46.17;46.17;46.17;39.24;
50035788;4.8;4.8;4.8;4.08;
50035790;6.6;6.6;6.6;5.61;
50035794;7.14;7.14;7.14;6.07;
50035796;10.4;10.4;10.4;8.84;
50035807;9.44;9.44;9.44;8.02;
50035808;9.83;9.83;9.83;8.36;
50035809;6.06;6.06;6.06;5.15;
50035810;98.19;98.19;98.19;83.46;
50035824;31.31;31.31;31.31;26.61;
50021182;0.81;0.81;0.81;0.69;
50021183;1.37;1.37;1.37;1.16;
50021186;3.64;3.64;3.64;3.09;
50017178;2.98;2.98;2.98;2.53;
50017179;3.55;3.55;3.55;3.02;
50017180;1.94;1.68;1.94;1.65;
50038804;0.95;0.95;0.95;0.95;
50038806;2.38;2.38;2.38;2.38;
50038810;3.92;3.92;3.92;3.92;
50035001;1.33;1.33;1.33;1.13;
50035002;1.74;1.74;1.74;1.48;
50035006;36.53;36.53;36.53;31.05;
50035008;360.98;360.98;360.98;306.83;
50035051;0.32;0.32;0.32;0.27;
50035067;2.31;2.12;2.42;2.06;
50035069;29.45;29.45;29.45;25.03;
50035073;0.99;0.99;0.99;0.75;
50035074;0.95;0.95;0.95;0.81;
50035076;2.33;2.33;2.33;1.98;
50035083;3.32;3.32;3.32;2.82;
50035085;0.75;0.79;0.79;0.67;
50035092;5.6;5.6;5.6;4.76;
50035192;6.58;6.58;6.58;5.59;
50016881;5.79;5.79;5.79;4.92;
50016882;4.69;4.93;4.93;4.19;
50038033;5.71;5.71;5.71;4.85;
50036600;0.98;0.98;1.03;0.88;
50036657;0.65;0.65;0.65;0.55;
50036663;12.15;11.54;12.15;10.33;
50032457;62.25;62.25;62.25;52.91;
50017314;1.95;2.05;1.95;1.74;
50017328;17.48;18.39;18.39;15.63;
50017331;21.3;22.41;22.41;19.05;
50017332;24.01;24.01;24.01;20.41;
50036392;16.73;16.73;16.73;16.73;
50036391;105.92;105.92;105.92;90.03;
50026460;5.66;5.95;5.95;5.06;
50026524;1153.94;1153.94;1153.94;980.85;
50026527;1207.96;1207.96;1207.96;1026.77;
50026528;231.05;231.05;231.05;196.39;
50026529;821.55;821.55;821.55;698.32;
50026531;479.98;479.98;479.98;407.98;
50026532;192.55;192.55;192.55;163.67;
50026534;28.23;28.23;28.23;24;
50026536;74.65;74.65;74.65;63.45;
50026540;5.28;5.28;5.28;4.49;
50026541;4.73;4.73;4.73;4.02;
50026542;3.97;3.97;3.97;3.37;
50026543;6.55;6.55;6.55;5.57;
50024362;6.71;6.71;6.71;5.7;
50024365;3.41;3.41;3.41;2.9;
50024522;739.47;739.47;739.47;628.55;
50024523;922.87;922.87;922.87;784.44;
50024524;90.35;90.35;90.35;76.8;
50024525;95.22;95.22;95.22;80.94;
50024528;62.61;62.61;62.61;53.22;
50024550;49.58;49.58;49.58;42.14;
50024598;6.06;6.06;6.06;5.15;
50024601;17.79;17.79;17.79;15.12;
50024603;19.78;19.78;19.78;16.81;
50024609;6.58;6.58;6.58;5.59;
50024612;22.5;22.5;22.5;19.13;
50024616;7.45;7.45;7.45;6.33;
50024620;17.62;17.62;17.62;14.98;
50024621;5.65;5.65;5.65;4.8;
50024623;42.99;42.99;42.99;36.54;
50024624;8.56;8.56;8.56;7.28;
50024625;19.42;19.42;19.42;16.51;
50024626;16.55;16.55;16.55;14.07;
50024628;5.57;5.57;5.57;4.73;
50024629;3.49;3.49;3.49;2.97;
50024630;8.45;8.45;8.45;7.18;
50024631;6.66;6.66;6.66;5.66;
50024632;8.52;8.52;8.52;7.24;
50024613;20.16;20.16;20.16;17.14;
50024614;7.22;7.22;7.22;5.09;
50024671;101.47;101.47;101.47;86.25;
50024672;100.4;100.4;100.4;85.34;
50024682;6.7;6.7;6.7;5.7;
50024683;6.7;6.7;6.7;5.7;
50024684;7.72;7.72;7.72;6.56;
50024685;7.72;7.72;7.72;6.56;
50024689;13.76;13.76;13.76;11.7;
50024639;7.58;7.58;7.58;6.44;
50024640;3.72;3.72;3.72;3.16;
50024641;2.57;2.57;2.57;2.18;
50024643;3.82;3.82;3.82;3.25;
50024647;7.89;7.89;7.89;6.71;
50024650;28.81;28.81;28.81;24.49;
50024653;34.5;34.5;34.5;29.33;
50024655;156.54;156.54;156.54;133.06;
50024665;10.31;10.31;10.31;8.76;
50024691;10.53;10.53;10.53;8.95;
50024702;4.84;4.84;4.84;4.11;
50024728;7.28;7.28;7.28;6.19;
50024729;5.32;5.32;5.32;4.52;
50031067;16.1;16.1;16.1;13.69;
50031068;20.48;20.48;20.48;20.48;
50031069;268.78;268.78;268.78;228.46;
50031070;19.42;19.42;19.42;16.51;
50038121;8.63;8.63;8.63;7.34;
50038128;2.25;2.25;2.25;1.91;
50038129;6.78;6.78;6.78;5.76;
50033182;2.04;2.04;2.04;1.73;
50033204;8.01;8.01;8.01;6.81;
50033205;6.9;6.9;6.9;5.87;
50033206;23.31;23.31;23.31;19.81;
50033207;23.51;23.51;23.51;19.98;
50033208;6.98;6.98;6.98;5.93;
50033209;13.37;13.37;13.37;11.36;
50033210;8.03;8.03;8.03;6.83;
50033211;15.52;15.52;15.52;13.19;
50033212;11.7;11.7;11.7;9.95;
50035544;2.2;2.2;2.2;1.87;
50035545;2.23;2.23;2.23;1.9;
50035547;5.76;5.76;5.76;4.9;
50035549;4.22;4.22;4.22;3.59;
50035550;9.57;9.57;9.57;8.13;
50035552;339.59;339.59;339.59;288.65;
50035576;13.41;13.41;13.41;11.4;
50035592;23.01;23.01;23.01;19.56;
50035593;568.58;568.58;568.58;483.29;
50035594;27.65;27.65;27.65;23.5;
50035596;6.18;6.18;6.18;5.25;
50035597;17.82;17.82;17.82;15.15;
50030800;1.26;1.26;1.26;1.07;
50030803;1.25;1.25;1.25;1.06;
50030804;0.68;0.68;0.68;0.58;
50030805;0.7;0.7;0.7;0.6;
50030806;0.37;0.37;0.37;0.31;
50030807;0.37;0.37;0.37;0.31;
50030808;0.39;0.39;0.39;0.33;
50030809;35.67;35.67;35.67;30.32;
50030810;26.55;26.55;26.55;22.57;
50030811;17.29;17.29;17.29;14.7;
50030854;21.72;21.72;21.72;18.46;
50030855;7.85;7.85;7.85;6.67;
50030856;86.36;86.36;86.36;73.41;
50030857;43.61;43.61;43.61;37.07;
50030858;53.39;53.39;53.39;45.38;
50030861;26.96;26.96;26.96;22.92;
50030864;16.68;16.68;16.68;14.18;
50030865;20.15;20.15;20.15;17.13;
50030866;12.32;12.32;12.32;10.47;
50030867;37.37;37.37;37.37;31.76;
50030869;20.59;20.59;20.59;17.5;
50030870;8.08;8.08;8.08;6.87;
50030872;3.93;3.93;3.93;3.34;
50030874;9.82;9.82;9.82;8.35;
50030877;20.58;20.58;20.58;17.49;
50030879;6.17;6.17;6.17;5.24;
50030883;1.32;1.32;1.32;1.12;
50030884;1.31;1.31;1.31;1.11;
50030890;4.91;4.91;4.91;4.17;
50030895;2.7;2.7;2.7;2.3;
50030896;2.92;2.92;2.92;2.48;
50030897;3.08;3.08;3.08;2.62;
50030899;1.55;1.55;1.55;1.32;
50030904;10.14;10.14;10.14;8.62;
50030914;3.15;3.31;3.31;2.81;
50030915;2.34;2.46;2.46;2.09;
50030934;5.29;5.02;5.29;4.5;
50030935;4.49;4.48;4.72;4.01;
50030936;6.66;6.66;7.01;5.96;
50030937;3.28;3.45;3.45;2.93;
50031011;8.48;8.48;8.48;7.21;
50035379;3.93;3.93;3.93;3.34;
50035390;5.89;5.89;5.89;5.89;
50035391;6.49;6.49;6.49;5.52;
50035392;4.35;4.35;4.35;3.7;
50035393;5.38;5.38;5.38;4.57;
50035394;13.99;13.99;13.99;11.89;
50035395;22.33;22.33;22.33;18.98;
50035396;6.13;6.13;6.13;5.21;
50035397;5.18;5.18;5.18;4.4;
50035398;6.31;6.31;6.31;5.36;
50035399;5.13;5.13;5.13;4.36;
50035401;16.19;16.19;16.19;13.76;
50035412;6.03;6.03;6.03;5.13;
50035419;7.92;7.92;7.92;6.73;
50026581;3.47;3.47;3.47;2.95;
50026582;3.01;3.01;3.01;2.56;
50026583;3.01;3.01;3.01;2.56;
50026584;3.11;3.11;3.11;2.64;
50026586;4.24;4.46;4.46;3.79;
50026588;5.73;5.73;5.73;4.87;
50026590;5.74;5.74;5.74;4.88;
50026592;2.02;2.02;2.02;1.72;
50026593;6.45;6.45;6.45;5.48;
50026600;3.2;3.04;3.2;2.72;
50026738;9.87;9.87;9.87;8.39;
50026739;30.25;30.25;30.25;25.71;
50026742;67.01;67.01;67.01;56.96;
50026744;290.99;290.99;290.99;247.34;
50026746;221.99;221.99;221.99;188.69;
50026755;10.43;10.43;10.43;8.87;
50017264;2.74;2.88;2.88;2.45;
50021472;4.77;4.77;4.77;4.05;
50021473;5.25;5.25;5.25;4.46;
50021474;3.95;3.95;3.95;3.36;
50021476;3.7;3.7;3.7;3.15;
50021478;1.35;1.35;1.35;1.15;
50021479;1.29;1.29;1.29;1.1;
50021492;8.72;8.72;8.72;7.41;
50029508;22.95;22.95;22.95;19.51;
50029420;1.6;1.6;1.6;1.36;
50029427;1.85;1.85;1.85;1.57;
50029432;54.41;54.41;54.41;46.25;
50029435;72.92;72.92;72.92;61.98;
50029440;45.7;45.7;45.7;38.85;
50029450;77.48;77.48;77.48;65.86;
50029451;72.63;72.63;72.63;61.74;
50029452;81.06;81.06;81.06;68.9;
50029454;87.6;87.6;87.6;74.46;
50029455;109.4;109.4;109.4;92.99;
50029459;10.51;10.51;10.51;8.93;
50029461;13.92;13.92;13.92;11.83;
50029462;13.1;13.1;13.1;11.14;
50029463;13.96;13.96;13.96;11.87;
50029466;12.3;12.3;12.3;10.46;
50029467;17.96;17.96;17.96;15.27;
50029468;15.13;15.13;15.13;12.86;
50029469;16.06;16.06;16.06;13.65;
50029470;29.04;29.04;29.04;24.68;
50029472;18.05;18.05;18.05;15.34;
50029474;18.17;18.17;18.17;15.44;
50029475;16.81;16.81;16.81;14.29;
50029476;12.55;12.55;12.55;10.67;
50029477;7.43;7.43;7.43;6.32;
50029478;23.11;23.11;23.11;19.64;
50029480;314.13;314.13;314.13;314.13;
50029481;109.48;109.48;109.48;93.06;
50029482;97.16;97.16;97.16;82.59;
50029483;12.76;12.76;12.76;10.85;
50029484;12.9;12.9;12.9;10.97;
50029485;27.39;27.39;27.39;23.28;
50033101;7.2;7.2;7.2;6.12;
50033104;2.14;2.14;2.14;1.82;
50033117;113.12;113.12;113.12;96.15;
50033121;199.81;199.81;199.81;169.84;
50033122;160.83;160.83;160.83;136.71;
50033137;4.5;4.5;4.5;3.83;
50033141;32.67;32.67;32.67;32.67;
50033153;7.81;7.81;7.81;6.64;
50033156;14.6;14.6;14.6;12.41;
50033157;32.41;32.41;32.41;27.55;
50033158;5.49;5.49;5.49;4.67;
50033160;15.68;15.68;15.68;13.33;
50033162;28.7;28.7;28.7;24.4;
50035534;6.25;6.25;6.25;5.31;
50035535;7.14;7.14;7.14;6.07;
50032740;22.47;22.47;22.47;22.47;
50032748;84.6;84.6;84.6;71.91;
50032752;26.67;26.67;26.67;22.67;
50032753;42.48;42.48;42.48;36.11;
50032755;25.84;25.84;25.84;21.96;
50032756;23.28;23.28;23.28;19.79;
50032757;24.94;24.94;24.94;21.2;
50032758;23.49;23.49;23.49;19.97;
50032759;35.82;35.82;35.82;30.45;
50032760;32.31;32.31;32.31;27.46;
50032761;61.51;61.51;61.51;52.28;
50032763;25.09;25.09;25.09;21.33;
50019157;17.77;16.65;18.7;15.9;
50029634;6.63;6.63;6.63;5.64;
50029636;33.65;33.65;33.65;28.6;
50029638;33.65;33.65;33.65;28.6;
50029639;15.18;15.18;15.18;12.9;
50029641;18.03;18.03;18.03;15.33;
50029642;18.1;18.1;18.1;15.39;
50029643;14.58;14.58;14.58;12.39;
50029644;13.31;13.31;13.31;11.31;
50029645;19.9;19.9;19.9;16.92;
50029646;24.46;24.46;24.46;20.79;
50029647;47.52;47.52;47.52;40.39;
50029648;44.89;44.89;44.89;38.16;
50029650;8.75;8.75;8.75;7.44;
50029652;23.31;23.31;23.31;19.81;
50029733;4.52;4.52;4.52;3.84;
50029802;4.63;4.63;4.63;3.94;
50029803;12.64;12.64;12.64;10.74;
50029841;24.13;24.13;24.13;20.51;
50029845;4.98;4.98;4.98;4.98;
50029846;17.24;17.24;17.24;14.65;
50029847;42.36;42.36;42.36;36.01;
50029848;51.21;51.21;51.21;43.53;
50029853;19.72;19.72;19.72;16.76;
50029985;111.69;111.69;111.69;94.94;
50035463;15.05;15.05;15.05;12.79;
50035464;61.44;61.44;61.44;52.22;
50035202;12.6;12.6;12.6;10.71;
50035204;1.48;1.27;1.48;1.26;
50035207;110.34;110.34;110.34;93.79;
50035209;116.17;116.17;116.17;98.74;
50035210;145.91;145.91;145.91;124.02;
50035211;156.75;156.75;156.75;133.24;
50024328;20;20;20;17;
50025827;7.56;7.56;7.56;6.43;
50036132;4.43;4.43;4.43;3.77;
50036190;1.15;1.15;1.15;0.98;
50036207;5.81;5.3;6.12;5.2;
50036208;9.09;9.09;9.09;7.73;
50036285;7.33;7.33;7.33;6.23;
50036289;4.68;4.68;4.68;3.98;
50036300;5;4.84;5.26;4.47;
50036303;7;7;7;5.95;
50017881;14.89;14.89;14.89;12.66;
50017891;14.57;15.3;15.3;13.01;
50017948;2.79;2.79;2.79;2.37;
50017949;2.48;2.48;2.48;2.11;
50018041;4.06;3.7;4.27;3.63;
50036354;2.13;2.02;2.23;1.9;
50036355;0.31;0.31;0.31;0.26;
50036356;0.57;0.57;0.57;0.48;
50036357;13.2;13.2;13.2;11.22;
50036358;15.06;15.06;15.06;12.8;
50036362;13.2;13.2;13.2;11.22;
50036363;13.74;13.74;13.74;11.68;
50036364;8.6;8.6;8.6;7.31;
50036366;11.39;11.39;11.39;9.68;
50036378;12.4;13.05;13.05;11.09;
50036379;19.6;19.6;19.6;16.66;
50036386;12.03;12.66;12.66;10.76;
50036388;12.89;13.56;13.56;11.53;
50034759;30.3;30.3;30.3;25.76;
50034772;1.84;1.67;1.93;1.64;
50034791;5.66;5.66;5.66;4.81;
50034859;20.54;20.54;20.54;17.46;
50036304;1.33;1.33;1.33;1.13;
50036327;24.98;24.98;24.98;21.23;
50036322;6.54;6.54;6.54;5.56;
50036323;9.12;9.12;9.12;7.75;
50036324;9.12;9.12;9.12;7.75;
50036325;12.06;12.06;12.06;10.25;
50034162;4.26;4.26;4.26;3.62;
50034164;4.74;4.74;4.74;4.03;
50034165;4.58;4.58;4.58;3.89;
50034166;2.29;2.29;2.29;1.95;
50034169;3.65;3.65;3.65;3.1;
50034170;3.6;3.6;3.6;3.06;
50034171;3.6;3.6;3.6;3.06;
50034172;1.88;1.88;1.88;1.6;
50034178;7.86;7.86;7.86;6.68;
50034180;13.81;13.81;13.81;11.74;
50035600;3.77;3.77;3.77;3.2;
50035620;7.29;7.29;7.29;6.2;
50035621;7.4;7.4;7.4;6.29;
50035622;7.29;7.29;7.29;6.2;
50035623;2.36;2.36;2.36;2.01;
50035624;2.33;2.33;2.33;1.98;
50035631;8.3;8.3;8.3;7.06;
50022403;5.97;5.97;5.97;5.07;
50022404;0.69;0.69;0.69;0.69;
50022410;4.77;4.77;4.77;4.05;
50022423;16.55;16.55;16.55;14.07;
50024914;185.33;185.33;185.33;157.53;
50024923;74.8;74.8;74.8;74.8;
50024925;17.4;17.4;17.4;14.79;
50024928;6.92;6.92;6.92;5.88;
50024932;22.21;22.21;22.21;18.88;
50024933;24.56;24.56;24.56;24.56;
50024937;81.62;81.62;81.62;69.38;
50024945;9.75;9.75;9.75;8.29;
50024946;321.07;321.07;321.07;272.91;
50024947;23.59;23.59;23.59;20.05;
50024958;32.67;32.67;32.67;27.77;
50024959;89.34;89.34;89.34;75.94;
50024960;29.19;29.19;29.19;24.81;
50024961;21.06;21.06;21.06;17.9;
50024962;45.13;45.13;45.13;38.36;
50025008;4.27;4.27;4.27;3.63;
50025011;2.47;2.47;2.47;2.1;
50025032;66.03;66.03;66.03;56.13;
50025038;5.02;5.02;5.02;4.27;
50025108;93.8;93.8;93.8;79.73;
50025110;9.85;9.85;9.85;8.37;
50025111;19.28;19.28;19.28;16.39;
50025114;26.31;26.31;26.31;22.36;
50025116;37.13;37.13;37.13;31.56;
50025121;7.32;7.32;7.32;6.22;
50025129;15.09;15.09;15.09;12.83;
50025130;8.95;8.95;8.95;7.61;
50025143;40.44;40.44;40.44;34.37;
50025151;59.56;59.56;59.56;50.63;
50025154;18.95;18.95;18.95;16.11;
50025155;15.82;15.82;15.82;13.45;
50025160;47.96;47.96;47.96;40.77;
50025162;12.8;12.8;12.8;10.88;
50025165;13.67;13.67;13.67;11.62;
50025166;13.13;13.13;13.13;11.16;
50025170;34.61;34.61;34.61;29.42;
50025171;26.32;26.32;26.32;22.37;
50025172;7.25;7.25;7.25;6.16;
50025173;11.64;11.64;11.64;9.89;
50025174;18.29;18.29;18.29;15.55;
50025176;29.56;29.56;29.56;25.13;
50025177;38.9;38.9;38.9;33.07;
50025178;18.68;18.68;18.68;15.88;
50025179;20.43;20.43;20.43;17.37;
50025180;68.68;68.68;68.68;58.38;
50025184;1.63;1.63;1.63;1.39;
50025185;1.68;1.68;1.68;1.43;
50025188;5.91;5.91;5.91;5.91;
50025189;1.57;1.57;1.57;1.33;
50025198;8.04;8.04;8.04;6.83;
50025199;2.08;2.08;2.08;1.77;
50025200;8.37;8.37;8.37;7.11;
50025202;9.67;9.67;9.67;8.22;
50025203;2.46;2.46;2.46;2.09;
50025204;7;7;7;5.95;
50025208;7.04;7.04;7.04;7.04;
50025210;7.26;7.26;7.26;6.17;
50025213;11.59;11.59;11.59;9.85;
50025214;2.83;2.83;2.83;2.41;
50025215;3.03;3.03;3.03;2.58;
50025219;1.5;1.5;1.5;1.5;
50025281;13.94;13.94;13.94;11.85;
50026310;68.04;68.04;68.04;57.83;
50026315;19.33;19.33;19.33;16.43;
50026316;48.79;48.79;48.79;41.47;
50026317;14.25;14.25;14.25;12.11;
50026318;21.97;21.97;21.97;18.67;
50026319;10.54;10.54;10.54;8.96;
50026322;85.82;85.82;85.82;72.95;
50026323;113.55;113.55;113.55;96.52;
50026324;37.82;37.82;37.82;32.15;
50026330;60.3;60.3;60.3;51.26;
50026333;68.65;68.65;68.65;58.35;
50026337;23.03;23.03;23.03;19.58;
50026338;12.23;12.23;12.23;10.4;
50026340;7.18;7.18;7.18;7.18;
50026343;3.7;3.7;3.7;3.15;
50026352;17.13;17.13;17.13;14.56;
50026354;19.84;19.84;19.84;16.86;
50026355;21.1;21.1;21.1;17.94;
50026356;11.26;11.26;11.26;9.57;
50026358;37.6;37.6;37.6;31.96;
50026359;22.03;22.03;22.03;18.73;
50026363;10.03;10.03;10.03;8.53;
50026368;22.66;22.66;22.66;19.26;
50026369;34.19;34.19;34.19;29.06;
50026370;94.03;94.03;94.03;79.93;
50026371;54.27;54.27;54.27;46.13;
50026373;92;92;92;78.2;
50026374;6.52;6.52;6.52;5.54;
50026376;20.01;20.01;20.01;17.01;
50026382;6.87;6.87;6.87;5.84;
50026383;12.1;12.1;12.1;10.29;
50026387;14.02;14.02;14.02;11.92;
50026389;36.61;36.61;36.61;31.12;
50026391;15.79;15.79;15.79;13.42;
50026393;16.57;16.57;16.57;14.08;
50017464;2.33;2.33;2.33;1.98;
50030781;14.55;14.55;14.55;12.37;
50030782;13.17;13.17;13.17;11.19;
50030787;6.12;6.12;6.12;5.2;
50030788;6.12;6.12;6.12;5.2;
50030789;9.4;9.4;9.4;7.99;
50030790;2.23;2.23;2.23;1.9;
50030791;3.37;3.37;3.37;2.86;
50030792;2.4;2.4;2.4;2.04;
50030793;5.78;5.78;5.78;4.91;
50030794;6.62;6.62;6.62;5.63;
50030795;10.5;10.5;10.5;8.93;
50030797;7.16;7.16;7.16;6.09;
50030798;4.33;4.33;4.33;3.68;
50030799;5.41;5.41;5.41;4.6;
50024801;52.04;52.04;52.04;44.23;
50024802;81.55;81.55;81.55;69.32;
50024803;110.87;110.87;110.87;94.24;
50024804;16.77;16.77;16.77;14.25;
50024806;56.55;56.55;56.55;48.07;
50024807;57.45;57.45;57.45;48.83;
50024808;35.57;35.57;35.57;30.23;
50024809;55.67;55.67;55.67;47.32;
50024810;41.5;41.5;41.5;35.28;
50024811;18.42;18.42;18.42;15.66;
50024813;27.59;27.59;27.59;23.45;
50024814;46.22;46.22;46.22;39.29;
50024815;62.01;62.01;62.01;52.71;
50024816;41.5;41.5;41.5;35.28;
50024817;55.39;55.39;55.39;47.08;
50024818;87.28;87.28;87.28;74.19;
50024819;30.56;30.56;30.56;25.98;
50024820;39.86;39.86;39.86;33.88;
50024821;46.15;46.15;46.15;39.23;
50024822;61.57;61.57;61.57;52.33;
50024823;73.54;73.54;73.54;62.51;
50024824;128.29;128.29;128.29;109.05;
50024826;93.69;93.69;93.69;79.64;
50024827;161.21;161.21;161.21;137.03;
50024828;26.01;26.01;26.01;22.11;
50024829;19.1;19.1;19.1;16.24;
50024832;36.74;36.74;36.74;31.23;
50024841;8.25;8.25;8.25;7.01;
50024842;8.89;8.89;8.89;7.56;
50024843;19;19;19;16.15;
50024844;13.96;13.96;13.96;11.87;
50024845;130.43;130.43;130.43;110.87;
50024864;1.06;1.06;1.06;0.9;
50024865;1.21;1.21;1.21;1.03;
50017623;1.62;1.62;1.62;1.38;
50022362;1.03;0.89;1.03;0.88;
50022367;1.43;1.43;1.43;1.22;
50021535;0.8;0.69;0.8;0.68;
50021558;1.54;1.54;1.54;1.31;
50021559;4.87;4.87;4.87;4.14;
50021560;4.35;4.35;4.35;3.7;
50021561;4.22;4.22;4.22;3.59;
50021562;6.75;6.75;6.75;5.74;
50021563;6.37;6.37;6.37;5.41;
50021566;5.39;5.39;5.39;4.58;
50021567;4.37;4.37;4.37;3.71;
50021908;1.34;1.34;1.34;1.14;
50021910;0.89;0.89;0.89;0.76;
50021937;3.84;3.84;3.84;3.26;
