;50005305;50007476;50005964;50008374;
343ef086-a05b-11e3-80c9-002590a3186d;6.76;6.76;6.76;6.38;
343ef088-a05b-11e3-80c9-002590a3186d;21.24;21.24;21.24;20.06;
343ef08c-a05b-11e3-80c9-002590a3186d;15.56;15.56;15.56;14.7;
b1c692be-a05c-11e3-80c9-002590a3186d;12.89;12.89;12.89;12.17;
b1c692c0-a05c-11e3-80c9-002590a3186d;15.56;15.56;15.56;14.7;
b1c692c2-a05c-11e3-80c9-002590a3186d;17.9;17.9;17.9;16.91;
b1c692c6-a05c-11e3-80c9-002590a3186d;13.92;13.92;13.92;13.15;
b1c692c8-a05c-11e3-80c9-002590a3186d;14.36;14.36;14.36;13.57;
b1c692ca-a05c-11e3-80c9-002590a3186d;17.23;17.23;17.23;16.27;
b1c692cc-a05c-11e3-80c9-002590a3186d;19.9;19.9;19.9;18.79;
b1c692d0-a05c-11e3-80c9-002590a3186d;12.89;12.89;12.89;12.17;
b1c692d2-a05c-11e3-80c9-002590a3186d;15.56;15.56;15.56;14.7;
b1c692da-a05c-11e3-80c9-002590a3186d;6.85;6.85;6.85;6.47;
b1c692dc-a05c-11e3-80c9-002590a3186d;7.63;7.63;7.63;7.21;
b1c692e0-a05c-11e3-80c9-002590a3186d;11.31;11.31;11.31;10.68;
b1c692e2-a05c-11e3-80c9-002590a3186d;12.57;12.57;12.57;11.87;
b1c692e6-a05c-11e3-80c9-002590a3186d;6.54;6.54;6.54;6.18;
b1c692e8-a05c-11e3-80c9-002590a3186d;7.91;7.91;7.91;7.47;
b1c692ea-a05c-11e3-80c9-002590a3186d;10.81;10.81;10.81;10.21;
b1c692ec-a05c-11e3-80c9-002590a3186d;7.22;7.22;7.22;6.82;
b1c692f2-a05c-11e3-80c9-002590a3186d;12.7;12.7;12.7;11.99;
b1c692f4-a05c-11e3-80c9-002590a3186d;10.1;10.1;10.1;9.54;
b1c692f6-a05c-11e3-80c9-002590a3186d;12.74;12.74;12.74;12.03;
b1c692f8-a05c-11e3-80c9-002590a3186d;15.84;15.84;15.84;14.96;
b1c692fc-a05c-11e3-80c9-002590a3186d;2.41;2.41;2.41;2.28;
7217eece-a05d-11e3-80c9-002590a3186d;3.5;3.5;3.5;3.31;
7217eed0-a05d-11e3-80c9-002590a3186d;4.7;4.7;4.7;4.44;
7217eed2-a05d-11e3-80c9-002590a3186d;5.45;5.45;5.45;5.15;
7217eed6-a05d-11e3-80c9-002590a3186d;6.72;6.72;6.72;6.35;
7217eed8-a05d-11e3-80c9-002590a3186d;10.58;10.58;10.58;10;
7217eeda-a05d-11e3-80c9-002590a3186d;13.59;13.59;13.59;12.84;
7217eedc-a05d-11e3-80c9-002590a3186d;8.51;8.51;8.51;8.04;
7217eede-a05d-11e3-80c9-002590a3186d;9.44;9.44;9.44;8.92;
7217eee2-a05d-11e3-80c9-002590a3186d;13.93;13.93;13.93;13.16;
7217eee4-a05d-11e3-80c9-002590a3186d;2.75;2.75;2.75;2.59;
7217eee6-a05d-11e3-80c9-002590a3186d;3.87;3.87;3.87;3.66;
7217eee8-a05d-11e3-80c9-002590a3186d;4.96;4.96;4.96;4.68;
7217eeea-a05d-11e3-80c9-002590a3186d;6.06;6.06;6.06;5.72;
7217eeec-a05d-11e3-80c9-002590a3186d;9.06;9.06;9.06;8.56;
7217eeee-a05d-11e3-80c9-002590a3186d;5.18;5.18;5.18;4.9;
7217eef2-a05d-11e3-80c9-002590a3186d;13.44;13.44;13.44;12.69;
7217eef4-a05d-11e3-80c9-002590a3186d;7.63;7.63;7.63;7.21;
7217eef6-a05d-11e3-80c9-002590a3186d;8.51;8.51;8.51;8.04;
7217eefc-a05d-11e3-80c9-002590a3186d;2.42;2.42;2.42;2.29;
7217eefe-a05d-11e3-80c9-002590a3186d;3.49;3.49;3.49;3.3;
7217ef00-a05d-11e3-80c9-002590a3186d;4.7;4.7;4.7;4.44;
7217ef02-a05d-11e3-80c9-002590a3186d;5.03;5.03;5.03;4.75;
7217ef04-a05d-11e3-80c9-002590a3186d;7.79;7.79;7.79;7.36;
7217ef06-a05d-11e3-80c9-002590a3186d;4.9;4.9;4.9;4.62;
7217ef08-a05d-11e3-80c9-002590a3186d;9.13;9.13;9.13;8.62;
7217ef0a-a05d-11e3-80c9-002590a3186d;13.4;13.4;13.4;12.66;
7217ef0c-a05d-11e3-80c9-002590a3186d;7.79;7.79;7.79;7.36;
cd235766-a05d-11e3-80c9-002590a3186d;8.52;8.52;8.52;8.05;
cd235768-a05d-11e3-80c9-002590a3186d;7.82;7.82;7.82;7.39;
cd23576a-a05d-11e3-80c9-002590a3186d;13.1;13.1;13.1;12.37;
cd23576c-a05d-11e3-80c9-002590a3186d;14.63;14.63;14.63;13.82;
cd23576e-a05d-11e3-80c9-002590a3186d;13.1;13.1;13.1;12.37;
cd235770-a05d-11e3-80c9-002590a3186d;6.85;6.85;6.85;6.47;
cd235772-a05d-11e3-80c9-002590a3186d;7.63;7.63;7.63;7.21;
cd235776-a05d-11e3-80c9-002590a3186d;16.38;16.38;16.38;15.47;
cd235778-a05d-11e3-80c9-002590a3186d;14.69;14.69;14.69;13.87;
cd23577a-a05d-11e3-80c9-002590a3186d;2.39;2.39;2.39;2.26;
cd23577c-a05d-11e3-80c9-002590a3186d;2.73;2.73;2.73;2.58;
cd23577e-a05d-11e3-80c9-002590a3186d;2.41;2.41;2.41;2.28;
cd235784-a05d-11e3-80c9-002590a3186d;14.27;14.27;14.27;13.48;
cd235786-a05d-11e3-80c9-002590a3186d;3.34;3.34;3.34;3.15;
cd235788-a05d-11e3-80c9-002590a3186d;3.86;3.86;3.86;3.65;
cd23578a-a05d-11e3-80c9-002590a3186d;5.53;5.53;5.53;5.22;
cd23578c-a05d-11e3-80c9-002590a3186d;6.23;6.23;6.23;5.88;
cd23578e-a05d-11e3-80c9-002590a3186d;11.39;11.39;11.39;10.75;
cd235790-a05d-11e3-80c9-002590a3186d;13.69;13.69;13.69;12.93;
cd235792-a05d-11e3-80c9-002590a3186d;5.45;5.45;5.45;5.15;
cd235794-a05d-11e3-80c9-002590a3186d;15.45;15.45;15.45;14.59;
cd235796-a05d-11e3-80c9-002590a3186d;3.68;3.68;3.68;3.48;
cd235798-a05d-11e3-80c9-002590a3186d;4.12;4.12;4.12;3.89;
cd23579a-a05d-11e3-80c9-002590a3186d;4.87;4.87;4.87;4.6;
cd23579c-a05d-11e3-80c9-002590a3186d;5.56;5.56;5.56;5.25;
cd23579e-a05d-11e3-80c9-002590a3186d;6.6;6.6;6.6;6.23;
cd2357a0-a05d-11e3-80c9-002590a3186d;8.64;8.64;8.64;8.16;
cd2357a2-a05d-11e3-80c9-002590a3186d;13.37;13.37;13.37;12.63;
cd2357a4-a05d-11e3-80c9-002590a3186d;14.64;14.64;14.64;13.83;
783c6a66-a05e-11e3-80c9-002590a3186d;11.99;11.99;11.99;11.32;
783c6a6a-a05e-11e3-80c9-002590a3186d;15.85;15.85;15.85;14.97;
783c6a6c-a05e-11e3-80c9-002590a3186d;3.67;3.67;3.67;3.47;
783c6a6e-a05e-11e3-80c9-002590a3186d;4.38;4.38;4.38;4.14;
783c6a70-a05e-11e3-80c9-002590a3186d;5.33;5.33;5.33;5.03;
783c6a72-a05e-11e3-80c9-002590a3186d;6.48;6.48;6.48;6.12;
783c6a74-a05e-11e3-80c9-002590a3186d;11.41;11.41;11.41;10.78;
783c6a76-a05e-11e3-80c9-002590a3186d;5.03;5.03;5.03;4.75;
783c6a78-a05e-11e3-80c9-002590a3186d;3.46;3.46;3.46;3.26;
783c6a7a-a05e-11e3-80c9-002590a3186d;3.87;3.87;3.87;3.66;
783c6a7c-a05e-11e3-80c9-002590a3186d;4.23;4.23;4.23;4;
783c6a7e-a05e-11e3-80c9-002590a3186d;5.33;5.33;5.33;5.03;
783c6a80-a05e-11e3-80c9-002590a3186d;6.75;6.75;6.75;6.38;
783c6a82-a05e-11e3-80c9-002590a3186d;11.86;11.86;11.86;11.2;
783c6a84-a05e-11e3-80c9-002590a3186d;5.45;5.45;5.45;5.15;
783c6a86-a05e-11e3-80c9-002590a3186d;15.72;15.72;15.72;14.85;
783c6a88-a05e-11e3-80c9-002590a3186d;26;26;26;24.56;
783c6a8a-a05e-11e3-80c9-002590a3186d;21.24;21.24;21.24;20.06;
783c6a8c-a05e-11e3-80c9-002590a3186d;26.33;26.33;26.33;24.86;
783c6a8e-a05e-11e3-80c9-002590a3186d;23.64;23.64;23.64;22.33;
783c6a94-a05e-11e3-80c9-002590a3186d;21.24;21.24;21.24;20.06;
783c6a9a-a05e-11e3-80c9-002590a3186d;3.38;3.38;3.38;3.19;
783c6a9e-a05e-11e3-80c9-002590a3186d;2.91;2.91;2.91;2.75;
783c6aa2-a05e-11e3-80c9-002590a3186d;2.31;2.31;2.31;2.18;
783c6aa4-a05e-11e3-80c9-002590a3186d;3.9;3.9;3.9;3.68;
de11323e-a05e-11e3-80c9-002590a3186d;3.53;3.53;3.53;3.33;
de113240-a05e-11e3-80c9-002590a3186d;2.88;2.88;2.88;2.72;
de113244-a05e-11e3-80c9-002590a3186d;2.45;2.45;2.45;2.31;
de113246-a05e-11e3-80c9-002590a3186d;4.72;4.72;4.72;4.45;
de113248-a05e-11e3-80c9-002590a3186d;3.68;3.68;3.68;3.48;
de11324a-a05e-11e3-80c9-002590a3186d;3.15;3.15;3.15;2.98;
de11324c-a05e-11e3-80c9-002590a3186d;2.57;2.57;2.57;2.43;
de11324e-a05e-11e3-80c9-002590a3186d;3.9;3.9;3.9;3.68;
de113250-a05e-11e3-80c9-002590a3186d;3.6;3.6;3.6;3.4;
de113252-a05e-11e3-80c9-002590a3186d;2.89;2.89;2.89;2.73;
de113254-a05e-11e3-80c9-002590a3186d;2.45;2.45;2.45;2.31;
8b2a838b-d49a-11e0-8158-0002b3d8ef82;9.5;9.5;9.5;8.08;
8b2a838d-d49a-11e0-8158-0002b3d8ef82;11.77;11.77;11.77;10;
8b2a838f-d49a-11e0-8158-0002b3d8ef82;15.33;15.33;15.33;13.03;
8b2a8393-d49a-11e0-8158-0002b3d8ef82;16.52;16.52;16.52;14.04;
8b2a8399-d49a-11e0-8158-0002b3d8ef82;9.99;9.99;9.99;8.49;
8b2a83a1-d49a-11e0-8158-0002b3d8ef82;4.34;4.34;4.34;3.69;
8b2a83a3-d49a-11e0-8158-0002b3d8ef82;3.9;3.9;3.9;3.32;
8b2a83a9-d49a-11e0-8158-0002b3d8ef82;4.4;4.4;4.4;3.74;
8b2a83ab-d49a-11e0-8158-0002b3d8ef82;11.42;11.42;11.42;9.71;
8b2a83af-d49a-11e0-8158-0002b3d8ef82;5.07;5.07;5.07;4.31;
8b2a83b1-d49a-11e0-8158-0002b3d8ef82;6.37;6.37;6.37;5.41;
8b2a83b3-d49a-11e0-8158-0002b3d8ef82;5.82;5.82;5.82;4.95;
8b2a83b7-d49a-11e0-8158-0002b3d8ef82;7.56;7.56;7.56;6.43;
8b2a83b9-d49a-11e0-8158-0002b3d8ef82;11.74;11.74;11.74;9.98;
8b2a83bb-d49a-11e0-8158-0002b3d8ef82;9.86;9.86;9.86;8.38;
8b2a83c1-d49a-11e0-8158-0002b3d8ef82;4.34;4.34;4.34;3.69;
8b2a83c5-d49a-11e0-8158-0002b3d8ef82;5.26;5.26;5.26;4.47;
23001f9e-d4a1-11e0-8158-0002b3d8ef82;5.78;5.78;5.78;4.91;
23001fa6-d4a1-11e0-8158-0002b3d8ef82;3.55;3.55;3.55;3.02;
23001fa8-d4a1-11e0-8158-0002b3d8ef82;4.64;4.64;4.64;3.94;
23001faa-d4a1-11e0-8158-0002b3d8ef82;3.94;3.94;3.94;3.35;
23001fac-d4a1-11e0-8158-0002b3d8ef82;7.44;7.44;7.44;6.32;
23001fb2-d4a1-11e0-8158-0002b3d8ef82;7.39;7.39;7.39;6.28;
23001fb4-d4a1-11e0-8158-0002b3d8ef82;5.39;5.39;5.39;4.58;
23001fb6-d4a1-11e0-8158-0002b3d8ef82;5.1;5.1;5.1;4.34;
23001fb8-d4a1-11e0-8158-0002b3d8ef82;7.45;7.45;7.45;6.33;
23001fbc-d4a1-11e0-8158-0002b3d8ef82;5.65;5.65;5.65;4.8;
23001fc0-d4a1-11e0-8158-0002b3d8ef82;6.38;6.38;6.38;5.42;
23001fc4-d4a1-11e0-8158-0002b3d8ef82;7.09;7.09;7.09;6.03;
23001fca-d4a1-11e0-8158-0002b3d8ef82;12.25;12.25;12.25;10.41;
23001fd8-d4a1-11e0-8158-0002b3d8ef82;7.73;7.73;7.73;6.57;
1866eef4-0f74-11e5-81a4-002590a3186d;11.41;11.41;11.41;11.14;
1866eef6-0f74-11e5-81a4-002590a3186d;20.98;20.98;20.98;20.5;
148020f6-1050-11e5-81a4-002590a3186d;3.93;3.93;3.93;3.71;
b3bd076e-1050-11e5-81a4-002590a3186d;3.42;3.42;3.42;3.23;
79bf8f05-10d9-11e5-81a4-002590a3186d;6.09;6.09;6.09;5.75;
79bf8f07-10d9-11e5-81a4-002590a3186d;5.61;5.61;5.61;5.3;
79bf8f0e-10d9-11e5-81a4-002590a3186d;0.77;0.77;0.77;0.73;
ff0f20e8-ad39-11e5-821d-002590a3186d;0.53;0.72;0.53;0.65;
250d9ba9-ad3f-11e5-821d-002590a3186d;2.38;1.75;1.75;2.13;
250d9bab-ad3f-11e5-821d-002590a3186d;2.38;1.75;1.75;2.13;
3aa8beda-af0a-11e5-821d-002590a3186d;4.37;4.37;4.37;4.65;
2bc74947-beb8-11e5-821d-002590a3186d;1.6;2.17;1.6;1.95;
d01e72a0-710d-11e2-8306-0025907cb9d2;36.4;36.4;36.4;36.4;
d01e72a4-710d-11e2-8306-0025907cb9d2;27.39;27.39;27.39;27.39;
c0dd44ce-71c6-11e2-8306-0025907cb9d2;4.22;4.22;4.22;4.49;
c0dd44d2-71c6-11e2-8306-0025907cb9d2;4.82;4.82;4.82;5.13;
a8880f7c-773f-11e2-8306-0025907cb9d2;101.03;101.03;101.03;85.88;
8eb8443d-0e76-11e4-8327-002590a3186d;9.02;9.02;9.02;9.58;
8eb8443f-0e76-11e4-8327-002590a3186d;3.83;3.83;3.83;4.07;
ac2395d7-9cac-11e4-83ab-002590a3186d;1.88;1.39;1.39;1.68;
ac2395d9-9cac-11e4-83ab-002590a3186d;0.67;0.67;0.67;0.81;
ac2395db-9cac-11e4-83ab-002590a3186d;1.96;1.78;1.44;1.75;
9a68865d-44ae-11e4-83b5-002590a3186d;11.04;10.06;8.1;9.84;
9b854e1d-63c9-11e2-854b-0025907cb9d2;99.75;99.75;99.75;84.79;
9b854e1f-63c9-11e2-854b-0025907cb9d2;89.22;89.22;89.22;75.84;
9b854e21-63c9-11e2-854b-0025907cb9d2;77.08;77.08;77.08;65.52;
9b854e27-63c9-11e2-854b-0025907cb9d2;191.82;191.82;191.82;163.05;
59a998ef-6463-11e2-854b-0025907cb9d2;2.64;2.64;2.64;2.58;
59a998f1-6463-11e2-854b-0025907cb9d2;1.31;1.31;1.31;1.28;
59a998f3-6463-11e2-854b-0025907cb9d2;0.36;0.36;0.36;0.35;
59a998f5-6463-11e2-854b-0025907cb9d2;0.25;0.25;0.25;0.25;
92128dfb-5a9d-11e4-854e-002590a3186d;8.09;5.96;5.96;7.23;
906e739f-5dbe-11e4-854e-002590a3186d;7.75;7.75;7.75;7.75;
90b7bb39-8e6f-11e3-8572-002590a3186d;139.38;139.38;139.38;118.47;
90b7bb3f-8e6f-11e3-8572-002590a3186d;31;31;31;26.35;
90b7bb43-8e6f-11e3-8572-002590a3186d;41.17;41.17;41.17;34.99;
90b7bb45-8e6f-11e3-8572-002590a3186d;58.07;58.07;58.07;49.36;
90b7bb47-8e6f-11e3-8572-002590a3186d;68.77;68.77;68.77;58.45;
90b7bb49-8e6f-11e3-8572-002590a3186d;23.92;23.92;23.92;20.33;
dcdf98a1-8e6f-11e3-8572-002590a3186d;15.78;15.78;15.78;13.41;
dcdf98a7-8e6f-11e3-8572-002590a3186d;7.96;7.96;7.96;6.77;
b02ded11-8e72-11e3-8572-002590a3186d;6.35;6.35;6.35;5.4;
b02ded15-8e72-11e3-8572-002590a3186d;18.52;18.52;18.52;15.74;
b02ded17-8e72-11e3-8572-002590a3186d;18.19;18.19;18.19;15.46;
b02ded19-8e72-11e3-8572-002590a3186d;20.19;20.19;20.19;17.16;
b02ded1b-8e72-11e3-8572-002590a3186d;17.4;17.4;17.4;14.79;
b02ded1f-8e72-11e3-8572-002590a3186d;23.47;23.47;23.47;19.95;
b02ded21-8e72-11e3-8572-002590a3186d;32.41;32.41;32.41;27.55;
b02ded29-8e72-11e3-8572-002590a3186d;11.52;11.52;11.52;9.79;
b02ded2d-8e72-11e3-8572-002590a3186d;15.87;15.87;15.87;13.49;
b02ded31-8e72-11e3-8572-002590a3186d;20.56;20.56;20.56;17.48;
09d3f74d-8e73-11e3-8572-002590a3186d;36.61;36.61;36.61;31.12;
09d3f753-8e73-11e3-8572-002590a3186d;7.84;7.84;7.84;6.66;
09d3f75f-8e73-11e3-8572-002590a3186d;6.61;6.61;6.61;5.62;
09d3f761-8e73-11e3-8572-002590a3186d;10.49;10.49;10.49;8.92;
09d3f76d-8e73-11e3-8572-002590a3186d;90.46;90.46;90.46;76.89;
09d3f777-8e73-11e3-8572-002590a3186d;33.04;33.04;33.04;28.08;
09d3f77b-8e73-11e3-8572-002590a3186d;13.15;13.15;13.15;11.18;
09d3f77f-8e73-11e3-8572-002590a3186d;7.95;7.95;7.95;6.76;
618a5cd3-8e74-11e3-8572-002590a3186d;33.94;33.94;33.94;28.85;
618a5cd5-8e74-11e3-8572-002590a3186d;33.94;33.94;33.94;28.85;
3fd21225-8f4c-11e3-8572-002590a3186d;63.57;63.57;63.57;60.04;
3fd21227-8f4c-11e3-8572-002590a3186d;66.88;66.88;66.88;63.16;
3fd2122b-8f4c-11e3-8572-002590a3186d;43.5;43.5;43.5;41.08;
3fd2122f-8f4c-11e3-8572-002590a3186d;56.57;56.57;56.57;53.43;
3fd21231-8f4c-11e3-8572-002590a3186d;82.02;82.02;82.02;77.46;
3fd21233-8f4c-11e3-8572-002590a3186d;60.86;60.86;60.86;57.48;
3fd21235-8f4c-11e3-8572-002590a3186d;83.38;83.38;83.38;78.74;
3fd21237-8f4c-11e3-8572-002590a3186d;95.3;95.3;95.3;90.01;
3fd21239-8f4c-11e3-8572-002590a3186d;141.8;141.8;141.8;133.92;
3fd2123d-8f4c-11e3-8572-002590a3186d;63.68;63.68;63.68;60.14;
3fd21241-8f4c-11e3-8572-002590a3186d;22.78;22.78;22.78;21.51;
3fd21243-8f4c-11e3-8572-002590a3186d;21.15;21.15;21.15;19.98;
3fd21245-8f4c-11e3-8572-002590a3186d;22.56;22.56;22.56;21.31;
3fd21249-8f4c-11e3-8572-002590a3186d;21.53;21.53;21.53;20.33;
3fd2124b-8f4c-11e3-8572-002590a3186d;10.87;10.87;10.87;10.27;
3fd2124d-8f4c-11e3-8572-002590a3186d;11.12;11.12;11.12;10.51;
3fd2124f-8f4c-11e3-8572-002590a3186d;11.54;11.54;11.54;10.9;
3fd21251-8f4c-11e3-8572-002590a3186d;11.76;11.76;11.76;11.11;
3fd21253-8f4c-11e3-8572-002590a3186d;19.2;19.2;19.2;18.13;
bc43991c-8f4c-11e3-8572-002590a3186d;13.88;13.88;13.88;13.11;
bc43991e-8f4c-11e3-8572-002590a3186d;22.18;22.18;22.18;20.94;
bc439920-8f4c-11e3-8572-002590a3186d;24.73;24.73;24.73;23.36;
bc439924-8f4c-11e3-8572-002590a3186d;40.11;40.11;40.11;37.88;
bc439926-8f4c-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
bc439928-8f4c-11e3-8572-002590a3186d;25.61;25.61;25.61;24.19;
bc43992c-8f4c-11e3-8572-002590a3186d;29.69;29.69;29.69;28.04;
bc43992e-8f4c-11e3-8572-002590a3186d;28.3;28.3;28.3;26.72;
bc439930-8f4c-11e3-8572-002590a3186d;34.55;34.55;34.55;32.63;
bc439932-8f4c-11e3-8572-002590a3186d;40.1;40.1;40.1;37.87;
bc439936-8f4c-11e3-8572-002590a3186d;37.8;37.8;37.8;35.7;
bc439938-8f4c-11e3-8572-002590a3186d;10.95;10.95;10.95;10.34;
bc43993c-8f4c-11e3-8572-002590a3186d;12.19;12.19;12.19;11.51;
bc43993e-8f4c-11e3-8572-002590a3186d;15.8;15.8;15.8;14.92;
bc439940-8f4c-11e3-8572-002590a3186d;26.75;26.75;26.75;25.26;
bc439942-8f4c-11e3-8572-002590a3186d;22.18;22.18;22.18;20.94;
bc439944-8f4c-11e3-8572-002590a3186d;24.73;24.73;24.73;23.36;
bc439946-8f4c-11e3-8572-002590a3186d;36.69;36.69;36.69;34.65;
bc439948-8f4c-11e3-8572-002590a3186d;39.49;39.49;39.49;37.3;
bc43994a-8f4c-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
bc43994c-8f4c-11e3-8572-002590a3186d;11.76;11.76;11.76;11.11;
bc439950-8f4c-11e3-8572-002590a3186d;12.19;12.19;12.19;11.51;
bc439952-8f4c-11e3-8572-002590a3186d;12.69;12.69;12.69;11.99;
bc439954-8f4c-11e3-8572-002590a3186d;19.2;19.2;19.2;18.13;
bc439956-8f4c-11e3-8572-002590a3186d;22.18;22.18;22.18;20.94;
bc439958-8f4c-11e3-8572-002590a3186d;24.73;24.73;24.73;23.36;
a273ab90-8f4e-11e3-8572-002590a3186d;36.13;36.13;36.13;34.12;
a273ab92-8f4e-11e3-8572-002590a3186d;40.97;40.97;40.97;38.69;
a273ab94-8f4e-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
a273ab98-8f4e-11e3-8572-002590a3186d;21.85;21.85;21.85;20.64;
a273ab9c-8f4e-11e3-8572-002590a3186d;21.26;21.26;21.26;20.08;
a273ab9e-8f4e-11e3-8572-002590a3186d;22.78;22.78;22.78;21.51;
a273aba0-8f4e-11e3-8572-002590a3186d;21.15;21.15;21.15;19.98;
a273aba2-8f4e-11e3-8572-002590a3186d;22.56;22.56;22.56;21.31;
a273aba4-8f4e-11e3-8572-002590a3186d;12.19;12.19;12.19;11.51;
a273aba6-8f4e-11e3-8572-002590a3186d;36.13;36.13;36.13;34.12;
a273abaa-8f4e-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
a273abac-8f4e-11e3-8572-002590a3186d;34.55;34.55;34.55;32.63;
a273abae-8f4e-11e3-8572-002590a3186d;37.98;37.98;37.98;35.87;
a273abb0-8f4e-11e3-8572-002590a3186d;42.17;42.17;42.17;39.83;
